pdb_id,split,component_id,n_chains,n_clusters,clusters
8tb0,train,0,4,4,6njn__I;7ad3__F;8ddx__J;8tb0__R
8tdj,train,156,7,1,8tdl__A
8tdk,train,156,7,1,8tdl__A
8tdl,train,156,7,1,8tdl__A
8tdm,train,156,7,1,8tdl__A
8teg,train,149,2,2,8teg__B;8teh__A
8teh,train,149,2,1,8teh__A
8tei,train,149,2,1,8teh__A
8tel,train,149,2,1,8teh__A
8tem,train,149,2,1,8teh__A
8ten,train,149,2,1,8teh__A
8teo,val,6,4,1,2a79__B
8tf2,train,0,4,1,6u84__A
8tf3,train,0,4,1,6u84__A
8tf4,train,0,4,1,6u84__A
8tgy,train,80,2,1,6wk5__B
8th3,train,0,2,2,5eul__V;7jvp__R
8th4,train,0,2,2,5eul__V;7jvp__R
8thg,train,0,3,3,5xsy__B;7dtd__B;8vyj__A
8thh,train,0,3,3,5xsy__B;7dtd__B;8vyj__A
8ti1,train,0,8,2,2qks__A;8wi0__A
8ti2,train,0,8,2,2qks__A;8wi0__A
8tj3,train,150,2,2,8tj3__B;8tj3__C
8tkp,train,120,6,3,7dsv__D;7usw__A;8tkp__C
8tlu,train,115,2,1,5jnq__B
8tmb,train,33,5,1,8tmj__D
8tmc,train,33,5,1,8tmj__D
8tmd,train,33,5,1,8tmj__D
8tme,train,33,5,1,8tmj__D
8tmf,train,33,5,1,8tmj__D
8tmg,train,33,5,1,8tmj__D
8tmh,train,33,5,1,8tmj__D
8tmi,train,33,5,1,8tmj__D
8tmj,train,33,5,1,8tmj__D
8tmk,train,33,5,1,8tmj__D
8tml,train,33,5,1,8tmj__D
8tmm,train,33,5,1,8tmj__D
8tmn,train,33,5,1,8tmj__D
8tmo,train,33,5,1,8tmj__D
8tmp,train,33,5,1,8tmj__D
8tmq,train,33,5,1,8tmj__D
8tnw,train,22,2,1,8opq__B
8tnx,train,22,2,1,8opq__B
8tny,train,22,2,1,8opq__B
8toi,train,31,2,1,7rxg__B
8tok,train,31,2,1,7rxg__B
8tol,train,31,2,1,7rxg__B
8tow,train,0,42,21,1s5l__I;1s5l__K;1w5c__F;2axt__E;3kzi__H;5v2c__b;5v2c__c;6kac__A;7n8o__L;7n8o__Q;7n8o__V;7n8o__Y;7pi0__M;8eqm__t;8eqm__u;8eqm__x;8j5k__y;8kde__D;8wb4__Z;8wb4__o;8xr6__J
8tp1,train,159,7,1,6sh3__A
8tpl,train,159,7,1,6sh3__A
8tpm,train,31,2,1,7rxg__B
8tpn,train,31,2,1,7rxg__B
8tpo,train,31,2,1,7rxg__B
8tpp,train,31,2,1,7rxg__B
8tpq,train,31,2,1,7rxg__B
8tpr,train,31,2,1,7rxg__B
8tps,train,31,2,1,7rxg__B
8tpt,train,31,2,1,7rxg__B
8tqb,train,0,2,1,9ii2__R
8tr0,train,0,2,1,9ii2__R
8tr2,train,0,2,1,9ii2__R
8tr5,train,111,3,1,8tr8__A
8tr6,train,111,3,1,8tr8__A
8tr7,train,111,3,1,8tr8__A
8tr8,train,111,3,1,8tr8__A
8tra,train,111,3,1,8tr8__A
8trc,train,0,2,1,9ii2__R
8trd,train,0,2,1,9ii2__R
8trk,train,111,3,1,8tr8__A
8ts1,train,94,5,1,8ts1__A
8ts2,train,94,5,1,8ts1__A
8ts3,train,94,5,1,8ts1__A
8tsh,test,8,12,3,5xu1__A;8tsh__C;8tt3__L
8tsi,test,8,12,3,5xu1__A;8tsh__C;8tt3__L
8tsl,test,8,12,3,5xu1__A;8tsh__C;8tt3__L
8tso,test,4,2,1,7zo8__A
8tsp,test,4,2,1,7zo8__A
8tsq,test,4,2,1,7zo8__A
8tsr,test,4,2,1,7zo8__A
8tss,test,4,2,1,7zo8__A
8tsw,test,8,12,3,5xu1__A;8tsh__C;8tt3__L
8tt3,test,8,12,3,5xu1__A;8tsh__C;8tt3__L
8tte,train,289,2,2,8ttf__A;8ttg__C
8ttg,train,289,2,2,8ttf__A;8ttg__C
8tu9,train,100,2,1,8vlu__A
8tul,train,94,5,1,8ts1__A
8tun,test,8,12,3,5xu1__A;8tsh__C;8tt3__L
8tup,train,94,5,1,8ts1__A
8twv,train,0,5,1,6x3s__E
8twz,train,0,5,1,6x3s__E
8tyw,train,0,4,4,7ad3__F;7y3g__R;7ys6__B;8ddx__J
8tz1,train,90,3,1,8tz1__A
8tz2,train,90,3,1,8tz1__A
8tz3,train,90,3,1,8tz1__A
8tz4,train,90,3,1,8tz1__A
8tz5,train,90,3,1,8tz1__A
8tz6,train,90,3,1,8tz1__A
8tz7,train,90,3,1,8tz1__A
8tz8,train,90,3,1,8tz1__A
8tz9,train,90,3,1,8tz1__A
8tza,train,90,3,1,8tz1__A
8tzd,train,90,3,1,8tz1__A
8tzj,test,8,4,2,5xu1__A;8i6q__A
8tzk,test,8,5,3,5xu1__A;8tzk__E;8ymc__C
8tzo,train,176,3,3,7drt__B;7kc4__D;8tzr__C
8tzp,train,176,3,3,7drt__B;7kc4__D;8tzp__C
8tzq,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8tzr,train,176,3,3,7drt__B;7kc4__D;8tzr__C
8u02,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8u1t,train,249,2,1,7k3g__A
8u1u,train,0,5,5,6njn__I;7ad3__F;7jvp__R;7ys6__B;8ddx__J
8u26,train,0,5,5,5eul__V;7ad3__F;7xjj__E;7ys6__B;8ddx__J
8u2c,train,0,2,1,8bi0__B
8u2z,train,0,4,1,6u84__A
8u30,train,0,4,1,6u84__A
8u3a,train,144,2,2,3j9j__A;8u3c__D
8u3c,train,144,2,2,3j9j__A;8u3c__D
8u3j,train,0,4,1,6u84__A
8u3l,train,0,4,1,6u84__A
8u43,train,0,4,1,6u84__A
8u4d,train,0,4,1,6u84__A
8u4n,train,0,2,2,7jvp__R;7ys6__B
8u4o,train,0,3,3,7jvp__R;7ys6__B;8xwm__D
8u4p,train,0,2,2,7jvp__R;7ys6__B
8u4q,train,0,2,2,7jvp__R;7ys6__B
8u4s,train,0,3,1,7jvp__R
8u4v,train,78,2,2,3x29__A;6ov2__B
8u53,train,403,2,1,8u53__B
8u54,train,107,2,1,8y56__R
8u56,train,107,2,1,8y56__R
8u58,train,107,2,1,8y56__R
8u5b,train,78,2,2,3x29__A;6ov2__B
8u5c,train,107,2,1,8y56__R
8u5q,train,107,2,1,8y56__R
8u6z,train,53,2,1,8pd2__A
8u71,train,53,2,1,8pd2__A
8u73,train,53,2,1,8pd2__A
8u75,train,53,2,1,8pd2__A
8u7d,train,53,2,1,8pd2__A
8u7k,train,53,2,1,8pd2__A
8u7o,train,53,2,1,8pd2__A
8u7p,train,53,2,1,8pd2__A
8u7r,train,53,2,1,8pd2__A
8u7s,train,53,2,1,8pd2__A
8u7y,train,207,2,1,8u7y__B
8u85,train,207,2,1,8u7y__B
8u86,train,207,2,1,8u86__A
8u87,train,207,2,2,8u7y__B;8u86__A
8u8f,train,0,4,4,7ad3__F;7y3g__R;7ys6__B;8ddx__J
8uc1,train,22,2,1,8opq__B
8uc7,train,46,4,1,8t4m__D
8uc8,train,46,4,1,8t4m__D
8ucd,train,326,3,1,6y9b__C
8ucj,train,0,12,12,1fft__A;1occ__B;6t0b__r;7jro__c;8q1b__f;8q1b__g;8q1b__i;8q1b__j;8ucj__d;8ucj__h;8ucj__k;8xtx__A
8uck,train,0,10,10,1fft__A;1occ__B;6t0b__r;7jro__c;8q1b__f;8q1b__g;8q1b__i;8ucj__d;8ucj__h;8xtx__A
8ucl,train,0,10,10,1fft__A;1occ__B;6t0b__r;7jro__c;8q1b__f;8q1b__g;8q1b__i;8ucj__d;8ucj__h;8xtx__A
8ucm,train,0,10,10,1fft__A;1occ__B;6t0b__r;7jro__c;8q1b__f;8q1b__g;8q1b__i;8ucj__d;8ucj__h;8xtx__A
8ucn,train,0,10,10,1fft__A;1occ__B;6t0b__r;7jro__c;8q1b__f;8q1b__g;8q1b__i;8ucj__d;8ucj__h;8xtx__A
8uco,train,0,10,10,1fft__A;1occ__B;6t0b__r;7jro__c;8q1b__f;8q1b__g;8q1b__i;8ucj__d;8ucj__h;8xtx__A
8ucp,train,0,10,10,1fft__A;1occ__B;6t0b__r;7jro__c;8q1b__f;8q1b__g;8q1b__i;8ucj__d;8ucj__h;8xtx__A
8ucs,train,64,10,3,8ucs__A;8ucs__H;9lu9__B
8ue2,val,12,2,1,6cq6__B
8ue9,val,12,2,1,6cq6__B
8uec,val,12,2,1,6cq6__B
8uf6,val,12,2,1,6cq6__B
8ufg,train,40,4,3,5x5y__F;8frl__G;8k1o__B
8ufh,train,40,4,3,5x5y__F;8frl__G;8k1o__B
8ug4,train,402,2,1,8ug4__B
8ug5,train,401,2,1,8ug5__B
8ug6,train,135,2,1,8ug8__B
8ug7,train,135,2,1,8ug8__B
8ug8,train,135,2,1,8ug8__B
8uga,train,135,2,1,8ug8__B
8ugy,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8uh3,train,0,5,5,6njn__I;7ad3__F;7jvp__R;7ys6__B;8ddx__J
8uhb,train,0,3,3,5eul__V;7jvp__R;7ys6__B
8uip,train,172,2,1,8cqr__E
8ul9,train,288,2,1,8ul9__A
8unl,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8unm,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8unn,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8uno,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8unp,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8unq,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8unr,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8uns,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8unt,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8unu,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8unv,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8unw,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8unx,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8uny,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8unz,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8uo0,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8uo1,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8uo2,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8uo3,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8uo4,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8uoz,train,80,2,1,6wk5__B
8urt,train,288,2,1,8ul9__A
8usw,train,0,4,2,5iou__A;8usw__B
8usx,train,0,4,2,5iou__A;8usw__B
8ut1,test,5,5,1,7ekp__A
8utb,test,5,5,1,7ekp__A
8utd,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8uuj,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8uuk,train,22,2,1,8opq__B
8uvb,train,24,2,1,8y5u__A
8uvc,train,24,2,1,8y5u__A
8uvd,train,24,2,1,8y5u__A
8uve,train,24,2,1,8y5u__A
8uvf,train,24,2,1,8y5u__A
8uvg,train,24,2,1,8y5u__A
8uvh,train,24,2,1,8y5u__A
8uvi,train,24,2,1,8y5u__A
8uvt,train,167,4,1,8vc1__A
8uvu,train,167,4,1,8vc1__A
8uwl,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8uwu,train,80,2,1,6wk5__B
8uxv,train,0,4,4,7ad3__F;7ys6__B;8ddx__J;8uxy__A
8uxy,train,0,4,4,7ad3__F;7ys6__B;8ddx__J;8uxy__A
8uy0,train,0,4,4,7ad3__F;7ys6__B;8ddx__J;8uxy__A
8uy6,train,0,4,1,5i32__A
8uy7,train,166,2,1,9ejn__A
8uy8,train,166,2,1,9ejn__A
8uya,train,166,2,1,9ejn__A
8uyb,train,166,2,1,9ejn__A
8uyc,train,166,2,1,9ejn__A
8uyq,train,0,4,4,7ad3__F;7ys6__B;8ddx__J;8uxy__A
8uzj,test,5,5,1,7ekp__A
8v00,train,161,4,2,8v00__A;8v02__D
8v02,train,161,4,2,8v00__A;8v02__D
8v38,train,63,2,1,8jun__A
8v3c,train,161,4,2,8v00__A;8v3c__D
8v4s,train,111,3,1,8tr8__A
8v60,train,26,4,1,6v35__A
8v63,train,26,4,1,6v35__A
8v64,train,26,4,1,6v35__A
8v6k,train,0,4,1,6u84__A
8v6l,train,0,4,1,6u84__A
8v6m,train,0,4,1,6u84__A
8v6n,train,0,4,1,6u84__A
8v6o,train,0,4,1,6u84__A
8v6u,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8v80,test,5,5,1,7ekp__A
8v82,test,5,5,1,7ekp__A
8v86,test,5,5,1,7ekp__A
8v88,test,5,5,1,7ekp__A
8v89,test,5,5,1,7ekp__A
8v8a,test,5,5,1,7ekp__A
8v8c,test,5,5,1,7ekp__A
8v8d,test,5,5,1,7ekp__A
8v8s,train,0,4,1,5i32__A
8v91,train,0,4,1,5i32__A
8v94,train,400,2,1,8v94__B
8v9d,train,0,4,1,5i32__A
8vav,train,26,8,2,7yo1__B;8vav__A
8vaz,train,26,8,2,6v35__A;8vaz__E
8vc1,train,167,4,1,8vc1__A
8vc2,train,167,4,1,8vc1__A
8vc3,val,6,5,2,2a79__B;8vc3__A
8vc4,val,6,4,1,2a79__B
8vc6,val,6,4,1,2a79__B
8vch,val,6,4,1,2a79__B
8vgl,val,9,4,1,8vgl__A
8vgm,val,9,4,1,8vgl__A
8vgn,train,134,2,1,6y92__A
8vgo,train,134,2,1,6y92__A
8vhf,train,0,4,4,7ad3__F;7xz5__R;7ys6__B;8ddx__J
8vht,train,133,3,1,7d5k__A
8vhz,train,133,3,1,7d5k__A
8vi0,train,133,3,1,7d5k__A
8vi2,train,56,3,1,3m73__A
8vi3,train,56,3,1,3m73__A
8vi4,train,56,3,1,3m73__A
8vi5,train,56,3,1,3m73__A
8vjl,train,287,8,2,8vjl__A;8vjl__B
8vjm,train,287,4,2,8vjl__A;8vjl__B
8vkj,train,100,2,1,8vlu__A
8vlu,train,100,2,1,8vlu__A
8vlv,train,100,2,1,8vlu__A
8vlw,train,97,7,2,6tyi__Y;8vlw__A
8vly,train,100,2,1,8vlu__A
8vp1,test,4,2,1,3qf4__A
8vp8,test,4,2,1,3qf4__A
8vpa,test,4,2,1,3qf4__A
8vpn,train,77,2,1,8vpn__B
8vpp,train,77,2,2,8vpn__B;8vpp__B
8vqc,train,0,2,2,7tj8__A;8vqc__H
8vsi,test,4,2,1,7zo8__A
8vsp,train,399,9,3,8vsp__A;8vsp__B;8vsp__C
8vsz,train,0,5,1,6x3s__E
8vt4,train,286,2,1,8izq__A
8vt9,train,55,4,1,5v4s__A
8vta,train,55,4,1,5v4s__A
8vtb,train,55,4,1,5v4s__A
8vtj,test,2,3,2,1aig__L;8zk2__H
8vtk,test,2,3,2,1aig__L;8zk2__H
8vtm,test,2,3,2,1aig__L;8zk2__H
8vu3,train,0,36,11,1jb0__M;5oy0__L;6k61__X;6tra__E;6zzx__I;7blz__D;7lx0__G;7s3d__F;7s3d__J;7y8a__K;8jjr__c
8vuh,train,0,4,2,5iou__A;5iov__B
8vuj,train,0,4,2,5iou__A;5iov__B
8vun,train,0,4,2,5iou__A;5iov__B
8vur,train,0,4,2,5iou__A;5iov__B
8vut,train,0,4,2,5iou__A;5iov__B
8vuu,train,0,4,2,5iou__A;5iov__B
8vuw,train,0,5,1,6x3s__E
8vux,train,286,2,1,8izq__A
8vuy,train,0,4,2,5iou__A;5iov__B
8vv0,train,0,5,1,6x3s__E
8vv3,train,167,4,1,8vc1__A
8vvf,train,0,4,4,7ad3__F;7xjj__E;7ys6__B;8ddx__J
8vvi,train,398,7,2,8vvi__B;8vvi__F
8vvn,train,397,7,2,8vvn__B;8vvn__C
8vvx,train,0,8,1,5i32__A
8vxh,train,165,4,1,9asc__A
8vxu,train,80,2,1,6wk5__B
8w2l,train,0,4,1,9jje__A
8w4a,train,100,2,1,8vlu__A
8w4o,train,0,3,2,8iwh__4;8j5k__5
8w4p,train,0,2,2,8iwh__4;8j5k__5
8w4u,train,0,8,2,6e2f__E;7cr7__A
8w6c,train,24,2,1,8y5u__A
8w6d,train,24,2,1,8y5u__A
8w6g,train,24,2,1,8y5u__A
8w6h,train,24,2,1,8y5u__A
8w6i,test,8,4,2,5xu1__A;8ymc__C
8w6j,test,8,5,3,5xu1__A;8w6j__E;8ymc__C
8w6n,train,24,2,1,8y5u__A
8w6o,train,24,2,1,8y5u__A
8w6t,train,24,2,1,8y5u__A
8w87,train,0,5,5,5eul__V;7ad3__F;7jvp__R;7ys6__B;8ddx__J
8w88,train,0,5,5,5eul__V;7ad3__F;7jvp__R;7ys6__B;8ddx__J
8w89,train,0,5,5,5eul__V;7ad3__F;7jvp__R;7ys6__B;8ddx__J
8w8a,train,0,5,5,5eul__V;7ad3__F;7jvp__R;7ys6__B;8ddx__J
8w8b,train,0,5,5,6njn__I;7ad3__F;7jvp__R;7ys6__B;8ddx__J
8w8q,train,0,5,5,5eul__V;7ad3__F;7ys6__B;8ddx__J;8kh4__A
8w8r,train,0,5,5,6njn__I;7ad3__F;7ys6__B;8ddx__J;8kh4__A
8w8w,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8w8x,train,0,5,5,7ad3__F;7jvp__R;7ys6__B;8ddx__J;8w8x__L
8w8y,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8w9m,train,15,4,2,8w9m__C;8wm8__B
8w9n,train,99,2,1,8y6n__B
8w9o,train,99,2,1,8y6n__B
8w9t,train,99,2,1,8y6n__B
8w9v,train,99,2,1,8y6n__B
8w9w,train,211,2,1,8ijq__C
8w9y,train,211,2,1,8ijq__C
8wa3,train,0,4,4,7ad3__F;7ys6__B;8ddx__J;8flt__R
8wa5,train,0,2,2,6jxk__B;8iwp__A
8wam,train,0,2,1,8bi0__B
8wb4,train,0,54,22,1s5l__I;1s5l__K;1w5c__F;2axt__E;3kzi__H;5v2c__b;5v2c__c;6kac__A;7n8o__L;7n8o__V;8eqm__t;8eqm__u;8eqm__x;8iwh__M;8j5k__5;8kde__D;8wb4__S;8wb4__Y;8wb4__Z;8wb4__o;8xlp__W;8xr6__J
8wba,train,0,2,1,8bi0__B
8wbx,train,0,2,1,8bi0__B
8wby,train,0,4,2,5i6x__A;7v61__B
8wbz,train,0,4,2,5i6x__A;7v61__B
8wc3,train,0,5,5,6njn__I;7ad3__F;7jvp__R;7ys6__B;8ddx__J
8wc4,train,0,5,5,6njn__I;7ad3__F;7jvp__R;7ys6__B;8ddx__J
8wc5,train,0,5,5,6njn__I;7ad3__F;7jvp__R;7ys6__B;8ddx__J
8wc6,train,0,6,6,5eul__V;6njn__I;7ad3__F;7jvp__R;7ys6__B;8ddx__J
8wc7,train,0,5,5,6njn__I;7ad3__F;7jvp__R;7ys6__B;8ddx__J
8wc8,train,0,5,5,6njn__I;7ad3__F;7jvp__R;7ys6__B;8ddx__J
8wc9,train,0,5,5,6njn__I;7ad3__F;7jvp__R;7ys6__B;8ddx__J
8wca,train,0,5,5,6njn__I;7ad3__F;7jvp__R;7ys6__B;8ddx__J
8wcb,train,0,5,5,6njn__I;7ad3__F;7jvp__R;7ys6__B;8ddx__J
8wci,train,204,11,2,2bl2__A;8wci__P
8wck,train,0,4,1,8j5k__5
8wcl,train,0,5,1,8j5k__5
8wcn,train,396,2,1,8wcn__B
8wcq,val,7,5,1,4ire__B
8wcr,val,7,5,1,4ire__B
8wcw,test,4,2,2,3qf4__A;7zo8__A
8wcx,test,4,2,2,3qf4__A;7zo8__A
8wd6,train,0,2,1,8bi0__B
8wd9,train,87,4,4,8wd9__A;8wd9__D;8z1w__A;8z1w__B
8wda,train,87,4,4,8wd9__A;8wd9__D;8z1w__A;8z1w__B
8wdb,train,87,4,4,8wd9__A;8wd9__D;8z1w__A;8z1w__B
8wdu,test,2,35,6,1aig__L;3wmm__A;6zxa__B;7c9r__C;8zjw__A;8zk2__H
8wdv,test,2,36,6,1aig__L;3wmm__A;6zxa__B;7c9r__C;8zjw__A;8zk2__H
8we6,test,5,3,3,3jbr__B;6jp5__F;8x90__A
8we7,test,5,4,4,3jbr__B;6jp5__F;8we8__B;8x90__A
8we8,test,5,4,4,3jbr__B;6jp5__F;8we8__B;8x90__A
8we9,test,5,3,3,3jbr__B;6jp5__F;8x90__A
8wea,test,5,2,2,6jp5__F;8x90__A
8wej,train,0,5,5,8gz3__A;8wej__B;8wej__C;8wej__D;8wej__E
8wey,train,0,17,12,5oy0__L;6fos__O;6tra__E;6zzx__I;7blz__D;7lx0__G;7s3d__F;7s3d__J;7y7b__M;7y8a__K;8j5k__5;8jjr__c
8wfs,train,395,7,3,8wfs__B;8wfs__E;8wfs__a
8wfz,train,169,4,1,8jec__B
8wg7,train,0,4,4,7ad3__F;7ys6__B;8ddx__J;8flt__R
8wg8,train,0,5,5,7ad3__F;7ys6__B;8ddx__J;8flt__R;8wg8__E
8wg9,train,0,2,1,9ii2__R
8wgb,train,0,5,4,7ad3__F;7ys6__B;8ddx__J;9ii2__R
8wgc,train,0,2,1,9ii2__R
8wgd,train,0,2,1,9ii2__R
8wge,train,285,5,1,8wge__A
8wgh,train,0,18,14,2o01__N;5oy0__L;6tra__E;6zzx__I;6zzy__H;7bgi__G;7blz__D;7dz7__G;7lx0__G;7s3d__F;7s3d__J;8j5k__5;8jjr__c;9kqp__O
8wi0,train,0,2,2,8wi0__A;8wi0__B
8wi2,train,0,2,2,8wi0__A;8wi2__B
8wi5,train,0,2,2,8wi0__A;8wi5__B
8wjx,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8wk3,train,160,43,10,6s3l__F;6s3l__G;8wk3__G;8wk3__M;8wk3__Q;8wk3__a;8wk3__h;8wk3__o;8wlh__K;8wlh__b
8wk6,train,21,4,2,6jmq__A;6li9__A
8wla,train,0,2,2,8wej__E;8wla__B
8wlh,train,160,43,10,6s3l__F;6s3l__G;8wk3__G;8wk3__M;8wk3__Q;8wk3__a;8wk3__h;8wk3__o;8wlh__K;8wlh__b
8wm3,train,0,4,2,5i6x__A;7v61__B
8wm6,train,0,29,17,5oy0__L;6fos__O;6tra__E;6zzx__I;7blz__D;7lx0__G;7s3d__F;7s3d__J;7y7b__M;7y8a__K;7y8a__Z;8j5k__5;8jjr__c;8wm6__d;8wmj__Q;8z11__B;8zet__r
8wm7,train,15,7,4,8w9m__C;8wm7__C;8wm7__F;8wm8__B
8wm8,train,15,4,2,8w9m__C;8wm8__B
8wm9,train,0,2,2,8wm9__A;8wm9__C
8wma,train,0,2,2,8wm9__A;8wm9__C
8wmj,train,0,25,16,5oy0__L;6tra__E;6zzx__I;7blz__D;7lx0__G;7s3d__F;7s3d__J;7y7b__M;7y8a__K;7y8a__Z;8j5k__5;8jjr__c;8wm6__d;8wmj__Q;8z11__B;8zet__r
8wmq,train,75,2,1,9j12__B
8wmv,train,0,28,16,5oy0__L;6fos__O;6tra__E;6zzx__I;7blz__D;7lx0__G;7s3d__F;7s3d__J;7y7b__M;7y8a__K;7y8a__Z;8j5k__5;8jjr__c;8wm6__d;8z11__B;8zet__r
8wmw,train,0,24,15,5oy0__L;6fos__O;6tra__E;6zzx__I;7blz__D;7lx0__G;7s3d__F;7s3d__J;7y7b__M;7y8a__K;8j5k__5;8jjr__c;8wm6__d;8z11__B;8zet__r
8wns,train,21,2,2,6jmq__A;7dsk__A
8wnt,train,21,2,2,6jmq__A;7dsk__A
8wny,train,21,2,2,6jmq__A;7dsk__A
8wo7,train,75,2,1,9j12__B
8wog,train,0,4,4,7ad3__F;7ys6__B;8ddx__J;8ykx__R
8woq,train,63,2,1,8jun__A
8wor,train,63,2,1,8jun__A
8wos,train,63,2,1,8jun__A
8wot,train,63,2,1,8jun__A
8wp1,train,0,4,4,7ad3__F;7ys6__B;8ddx__J;8ykx__R
8wpg,train,0,2,1,9ii2__R
8wpl,train,0,4,1,6ysn__A
8wpm,train,0,4,1,6ysn__A
8wpn,train,0,4,1,6ysn__A
8wpu,train,0,6,5,6njn__I;7ad3__F;7ys6__B;8ddx__J;9ii2__R
8wr3,train,107,2,1,8y56__R
8wrb,train,0,5,5,6njn__I;7ad3__F;7jvp__R;7ys6__B;8ddx__J
8wrz,train,0,3,3,7y3g__R;8wrz__V;8wu1__C
8wss,train,0,5,5,7ad3__F;7xjj__E;7ys6__B;8ddx__J;8wwk__L
8wst,train,0,5,5,7ad3__F;7xjj__E;7ys6__B;8ddx__J;8wst__L
8wtm,train,0,2,1,8bi0__B
8wtn,train,0,2,1,8bi0__B
8wto,train,0,2,1,8bi0__B
8wtp,train,0,2,1,8bi0__B
8wtz,train,84,4,1,6v1x__A
8wu1,train,0,2,2,7y3g__R;8wu1__C
8wui,train,84,4,1,6v1x__A
8wvu,train,0,3,3,8wvu__C;8xum__A;8xum__B
8wvy,train,0,3,2,8wvy__F;8xum__A
8ww2,train,0,4,4,7ad3__F;7y3g__R;7ys6__B;8ddx__J
8wwh,train,0,4,4,7ad3__F;7xjj__E;7ys6__B;8ddx__J
8wwi,train,0,4,4,7ad3__F;7xjj__E;7ys6__B;8ddx__J
8wwj,train,0,4,4,7ad3__F;7xjj__E;7ys6__B;8ddx__J
8wwk,train,0,5,5,7ad3__F;7xjj__E;7ys6__B;8ddx__J;8wwk__L
8wwl,train,0,5,5,7ad3__F;7xjj__E;7ys6__B;8ddx__J;8wwk__L
8wwm,train,0,5,5,7ad3__F;7xjj__E;7ys6__B;8ddx__J;8wwk__L
8wwn,train,0,5,5,7ad3__F;7xjj__E;7ys6__B;8ddx__J;8wwk__L
8wx5,train,210,2,2,8qsk__A;8wx5__B
8wxe,train,0,7,4,6jxr__d;7phr__Z;8wxe__e;8wyi__m
8wxi,train,45,2,1,6qv6__B
8wxj,train,45,2,1,6qv6__B
8wy0,train,0,7,4,6jxr__d;7phr__Z;8wxe__e;8wyi__m
8wyi,train,0,7,4,6jxr__d;7phr__Z;8wxe__e;8wyi__m
8wz2,train,0,5,5,7ad3__F;7xjj__E;7ys6__B;8ddx__J;8zh8__Q
8wza,test,27,7,1,6uzy__A
8x0b,train,0,2,1,9ii2__R
8x0c,train,0,2,1,9ii2__R
8x0d,train,0,2,1,9ii2__R
8x0e,train,0,2,1,9ii2__R
8x0f,train,0,2,1,9ii2__R
8x0g,train,0,2,1,9ii2__R
8x0h,train,0,2,1,9ii2__R
8x0w,train,21,2,2,6jmq__A;7dsk__A
8x16,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8x17,train,0,4,4,7ad3__F;7jvp__R;7ys6__B;8ddx__J
8x2j,train,124,8,8,6btm__C;6f0k__A;6f0k__D;6f0k__E;6f0k__F;6loe__B;8k9e__G;8k9e__I
8x2k,train,0,4,4,7ad3__F;7y3g__R;7ys6__B;8ddx__J
8x2l,train,0,2,2,8gz3__A;8wej__B
8x3l,train,0,4,4,7ad3__F;7y3g__R;7ys6__B;8ddx__J
8x43,train,0,8,2,6e2f__E;7cr7__A
8x48,train,263,4,1,8x4c__A
8x4c,train,263,4,1,8x4c__A
8x52,train,0,5,5,5a63__D;6idf__A;6idf__B;8oqy__C;8x53__E
8x53,train,0,5,5,5a63__D;6idf__A;6idf__B;8oqy__C;8x53__E
8x54,train,0,5,5,5a63__D;6idf__A;6idf__B;8oqy__C;8x54__E
